"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"32";"2025-04-23 12:52:17";"Legs";"3242";"Lunge (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Lunge (Dumbbell)";"3";"8.0";"8";"";"";"";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Lunge (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Lunge (Dumbbell)";"4";"8.0";"8";"";"";"";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Lunge (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Seated Calf Raise (Plate Loaded)";"1";"20.0";"12";"";"";"";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Seated Calf Raise (Plate Loaded)";"Rest Timer";"";"";"";"";"120.0";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Seated Calf Raise (Plate Loaded)";"2";"20.0";"12";"";"";"";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Seated Calf Raise (Plate Loaded)";"Rest Timer";"";"";"";"";"120.0";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Seated Calf Raise (Plate Loaded)";"3";"20.0";"12";"";"";"";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Seated Calf Raise (Plate Loaded)";"Rest Timer";"";"";"";"";"120.0";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Seated Calf Raise (Plate Loaded)";"4";"20.0";"12";"";"";"";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Seated Calf Raise (Plate Loaded)";"Rest Timer";"";"";"";"";"120.0";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Plank";"1";"";"";"";"";"30.0";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Plank";"2";"";"";"";"";"30.0";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Side Plank";"1";"";"";"";"";"30.0";"";""
"32";"2025-04-23 12:52:17";"Legs";"3242";"Side Plank";"Rest Timer";"";"";"";"";"120.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Strict Military Press (Barbell)";"1";"30.0";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Strict Military Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Strict Military Press (Barbell)";"2";"30.0";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Strict Military Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Strict Military Press (Barbell)";"3";"30.0";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Strict Military Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Strict Military Press (Barbell)";"4";"30.0";"5";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Strict Military Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Lateral Raise (Dumbbell)";"1";"4.0";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Lateral Raise (Dumbbell)";"2";"4.0";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Lateral Raise (Dumbbell)";"3";"4.0";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Lateral Raise (Dumbbell)";"4";"4.0";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Y Raise";"1";"2.5";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Y Raise";"Rest Timer";"";"";"";"";"60.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Y Raise";"2";"2.5";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Y Raise";"Rest Timer";"";"";"";"";"60.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Reverse Fly (Cable)";"1";"3.0";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Reverse Fly (Cable)";"2";"3.0";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"60.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Reverse Fly (Cable)";"3";"3.0";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"60.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Face Pull (Cable)";"1";"6.8";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"60.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Face Pull (Cable)";"2";"6.8";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"60.0";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Face Pull (Cable)";"3";"6.8";"10";"";"";"";"";""
"33";"2025-04-24 13:01:23";"Shoulder";"2951";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bench Press (Barbell)";"1";"50.0";"10";"";"";"";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bench Press (Barbell)";"2";"50.0";"10";"";"";"";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bench Press (Barbell)";"3";"50.0";"10";"";"";"";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bench Press (Barbell)";"4";"50.0";"5";"";"";"";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bent Over Row (Barbell)";"1";"30.0";"10";"";"";"";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bent Over Row (Barbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bent Over Row (Barbell)";"2";"30.0";"10";"";"";"";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bent Over Row (Barbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bent Over Row (Barbell)";"3";"30.0";"10";"";"";"";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bent Over Row (Barbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bent Over Row (Barbell)";"4";"30.0";"10";"";"";"";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Bent Over Row (Barbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Squat (Barbell)";"1";"30.0";"10";"";"";"";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Squat (Barbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Squat (Barbell)";"2";"30.0";"10";"";"";"";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Squat (Barbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Squat (Barbell)";"3";"30.0";"10";"";"";"";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Squat (Barbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Squat (Barbell)";"4";"30.0";"10";"";"";"";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Squat (Barbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Plank";"1";"";"";"";"";"30.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Plank";"2";"";"";"";"";"30.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Plank";"3";"";"";"";"";"30.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Plank";"4";"";"";"";"";"30.0";"";""
"34";"2025-04-29 11:37:10";"Full Body";"2529";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Incline Bench Press (Dumbbell)";"1";"14.0";"10";"";"";"";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Incline Bench Press (Dumbbell)";"2";"14.0";"10";"";"";"";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Incline Bench Press (Dumbbell)";"3";"14.0";"10";"";"";"";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Incline Bench Press (Dumbbell)";"4";"14.0";"10";"";"";"";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Pendlay Row (Barbell)";"1";"30.0";"10";"";"";"";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Pendlay Row (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Pendlay Row (Barbell)";"2";"30.0";"10";"";"";"";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Pendlay Row (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Pendlay Row (Barbell)";"3";"30.0";"10";"";"";"";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Pendlay Row (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Pendlay Row (Barbell)";"4";"30.0";"10";"";"";"";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Pendlay Row (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Deadlift (Barbell)";"1";"30.0";"10";"";"";"";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Deadlift (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Deadlift (Barbell)";"2";"40.0";"10";"";"";"";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Deadlift (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Deadlift (Barbell)";"3";"50.0";"10";"";"";"";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Deadlift (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Deadlift (Barbell)";"4";"60.0";"10";"";"";"";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Deadlift (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Plank";"1";"";"";"";"";"30.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Plank";"2";"";"";"";"";"30.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Plank";"3";"";"";"";"";"30.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Plank";"4";"";"";"";"";"30.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Side Plank";"1";"";"";"";"";"30.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Side Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Side Plank";"2";"";"";"";"";"30.0";"";""
"35";"2025-04-30 11:54:00";"Full Body 2";"2814";"Side Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bench Press (Barbell)";"1";"50.0";"10";"";"";"";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bench Press (Barbell)";"2";"50.0";"10";"";"";"";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bench Press (Barbell)";"3";"50.0";"10";"";"";"";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bench Press (Barbell)";"4";"50.0";"10";"";"";"";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bent Over Row (Barbell)";"1";"30.0";"10";"";"";"";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bent Over Row (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bent Over Row (Barbell)";"2";"30.0";"10";"";"";"";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bent Over Row (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bent Over Row (Barbell)";"3";"30.0";"10";"";"";"";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bent Over Row (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bent Over Row (Barbell)";"4";"30.0";"10";"";"";"";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Bent Over Row (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Squat (Barbell)";"1";"40.0";"10";"";"";"";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Squat (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Squat (Barbell)";"2";"40.0";"10";"";"";"";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Squat (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Squat (Barbell)";"3";"40.0";"9";"";"";"";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Squat (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Squat (Barbell)";"4";"40.0";"5";"";"";"";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Squat (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Plank";"1";"";"";"";"";"30.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Plank";"2";"";"";"";"";"30.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Plank";"3";"";"";"";"";"30.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Plank";"4";"";"";"";"";"30.0";"";""
"36";"2025-05-02 14:19:35";"Full Body";"2409";"Plank";"Rest Timer";"";"";"";"";"60.0";"";""
"37";"2025-05-04 10:12:19";"Morning Workout";"59";"Bench Press (Barbell)";"1";"60.0";"8";"";"";"";"";""
"37";"2025-05-04 10:12:19";"Morning Workout";"59";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"37";"2025-05-04 10:12:19";"Morning Workout";"59";"Bench Press (Barbell)";"2";"70.0";"5";"";"";"";"";""
"37";"2025-05-04 10:12:19";"Morning Workout";"59";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"37";"2025-05-04 10:12:19";"Morning Workout";"59";"Bench Press (Barbell)";"3";"80.0";"1";"";"";"";"";""
"37";"2025-05-04 10:12:19";"Morning Workout";"59";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Bench Press (Barbell)";"1";"40.0";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Bench Press (Barbell)";"2";"50.0";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Bench Press (Barbell)";"3";"60.0";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Bench Press (Barbell)";"4";"60.0";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Bench Press (Barbell)";"5";"60.0";"6";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Bench Press (Barbell)";"6";"60.0";"6";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Incline Bench Press (Dumbbell)";"1";"12.5";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Incline Bench Press (Dumbbell)";"2";"14.0";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Incline Bench Press (Dumbbell)";"3";"17.5";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Incline Bench Press (Dumbbell)";"4";"17.5";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Incline Bench Press (Dumbbell)";"5";"17.5";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Chest Fly";"1";"4.5";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Chest Fly";"2";"6.8";"8";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Chest Fly";"3";"6.8";"9";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Chest Fly";"4";"6.8";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Chest Fly";"5";"6.8";"9";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Triceps Extension";"1";"6.8";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Triceps Extension";"2";"9.1";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Triceps Extension";"3";"11.3";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Triceps Extension";"4";"11.3";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Triceps Extension";"5";"11.3";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Triceps Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Wood Choppers";"1";"6.8";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Wood Choppers";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Wood Choppers";"2";"6.8";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Wood Choppers";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Wood Choppers";"3";"6.8";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Wood Choppers";"Rest Timer";"";"";"";"";"120.0";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Wood Choppers";"4";"6.8";"10";"";"";"";"";""
"38";"2025-05-05 12:08:09";"Chest and Triceps";"3530";"Wood Choppers";"Rest Timer";"";"";"";"";"120.0";"";""
"39";"2025-05-06 13:03:57";"Back and Biceps";"4133";"Bent Over One Arm Row (Dumbbell)";"1";"12.5";"10";"";"";"";"";""
"39";"2025-05-06 13:03:57";"Back and Biceps";"4133";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"39";"2025-05-06 13:03:57";"Back and Biceps";"4133";"Bent Over One Arm Row (Dumbbell)";"2";"14.0";"10";"";"";"";"";""
"39";"2025-05-06 13:03:57";"Back and Biceps";"4133";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"39";"2025-05-06 13:03:57";"Back and Biceps";"4133";"Bent Over One Arm Row (Dumbbell)";"3";"17.5";"10";"";"";"";"";""
"39";"2025-05-06 13:03:57";"Back and Biceps";"4133";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"39";"2025-05-06 13:03:57";"Back and Biceps";"4133";"Bent Over One Arm Row (Dumbbell)";"4";"17.5";"10";"";"";"";"";""
"39";"2025-05-06 13:03:57";"Back and Biceps";"4133";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"39";"2025-05-06 13:03:57";"Back and Biceps";"4133";"Bent Over One Arm Row (Dumbbell)";"5";"17.5";"10";"";"";"";"";""
"39";"2025-05-06 13:03:57";"Back and Biceps";"4133";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
